한글,영어,일어
비누화솥,soap kettle, けん化がま
비누화,soaping, ソ-ピング【纖】
소오다회,soda ash,
소다석회,soda lime, ソ-ダ石灰
소오다 석회관,soda lime tube,
소다펄프,soda pulp, ソ－ダペルプ
소다비누,soda soap, ソ－ダせっけん
소다처리,soda treatment, ソ－ダ處理
소듐,sodium, ナトリウム
아세트산 나트륨,sodium acetate, 酢酸ナトリウム
나트륨 백반,sodium alum, ナトリウムミョウバン
알루미늄산 나트륨,sodium aluminate, アルミン酸ナトリウム
나트륨 아말감,sodium amalgam, ナトリウムアマルガム
비소산 나트륨,sodium arsenate, ヒ酸ナトリウム
아비소산 나트륨,sodium arsenite, 亞ヒ酸ナトリウム
아자이드화 나트륨,sodium azide, アジ化ナトリウム
벤젠카르복시산나트륨,sodium benzenecarboxylate,
벤조산나트륨,sodium benzoate,
"중탄산나트륨, 탄산수소 나트륨",sodium bicarbonate,
비스무트산 나트륨,sodium bismuthate, ビスマス酸ナトリウム
"중황산나트륨, 중아황산나트륨, 황산수소 나트륨, 아황산수소 나트륨",sodium bisulfate,
보로수소화 나트륨,sodium borohydride, 水素化ホウ素ナトリウム
브롬화 나트륨,sodium bromide, 臭化ナトリウム
탄산 나트륨,sodium carbonate, 炭酸ナトリウム
염소산 나트륨,sodium chlorate, 鹽素酸ナトリウム
염소산나트륨,sodium chlorate(V),
염화 나트륨,sodium chloride, 鹽化ナトリウム
염화 나트륨(형) 구조,sodium chloride structure,
크롬산 나트륨,sodium chromate, クロム酸ナトリウム
시트르산 나트륨,sodium citrate, クエン酸ナトリウム
사이안화 나트륨,sodium cyanide, シアン化ナトリウム
중크롬산나트륨,sodium dichromate,
인산이수소나트륨,sodium dihydrogenphosphate,
이산화나트륨,sodium dioxide,
나트륨 다이설파이트,sodium disulfite, 二亞硫酸ナトリウム
나트륨 다이싸이오나이트,sodium dithionite, 亞ジチオン酸ナトリウム
도데실 황산 나트륨,sodium dodecyl sulfate, 硫酸ドデシルナトリウム
에탄산나트륨,sodium ethanoate,
에톡시화 나트륨,sodium ethoxide, ナトリウムエトキシド
헥사사이아노철(III)산 나트륨,sodium ferricyanide,
헥사사이아노철(II)산 나트륨,sodium ferrocyanide,
플루오르화 나트륨,sodium fluoride, フッ化ナトリフム
폼산 나트륨,sodium formate, ギ酸ナトリウム
헥사클로로-백금(IV)산 나트륨,sodium hexachloro-platinate(IV), へキサクロロ白金(IV)酸ナトリウム
헥사사이아노-철(II)산 나트륨,sodium hexacyano-ferrate(II),
헥사사이아노-철(III)산 나트륨,sodium hexacyano-ferrate(III),
헥사풀루오로알루미늄산 나트륨,sodium hexafluoraluminate,
수소화나트륨,sodium hydride,
아황산수소나트륨,sodium hydrogen sulfite,
탄산수소 나트륨,sodium hydrogencarbonate,
황산수소 나트륨,sodium hydrogensulfate,
아황산수소 나트륨,sodium hydrogensulfite,
하이드로아황산염 나트륨,sodium hydrosulfite, ハイドロサルファイト【染】
수산화 나트륨,sodium hydroxide, 水酸化ナトリウム
하이포아염소산 나트륨,sodium hypochlorite, 次亞鹽素酸ナトリウム
하이포아인산 나트륨,sodium hypophosphite, 次亞リン酸ナトリウム
아이오딘화 나트륨,sodium iodide, ヨウ化ナトリウム
나트륨 등,sodium lamp, ナトリウムランプ
메탄산나트륨,sodium methanoate,
몰리브도인산 나트륨,sodium molybdophosphate, モリブドリン酸ナトリウム
일산화나트륨,sodium monoxide,
질산 나트륨,sodium nitrate, 硝酸ナトリウム
질소화 나트륨,sodium nitride, 窒化ナトリウム
아질산 나트륨,sodium nitrite, 亞硝酸ナトリウム
나트륨 나이트로프루시드,sodium nitroprusside, ニトロプルシドナトリウム
오르토인산나트륨,sodium ortho-phosphate,
옥살산 나트륨,sodium oxalate, シュウ酸ナトリウム
과염소산 나트륨,sodium perchlorate, 過鹽素酸ナトリウム
과산화 나트륨,sodium peroxide, 過酸化ナトリウム
인산 나트륨,sodium phosphonate, ホスホン酸ナトリウム
나트륨 폴리설파이드,sodium polysulfide, 多硫化ナトリウム
나트륨 푸레,sodium pump, ナトリウムイオンポンプ【細胞】
아셀레늄산 나트륨,sodium selenite, 亞セレン酸ナトリウム
규산 나트륨,sodium silicate, ケイ酸ナトリウム
스테아르산 나트륨,sodium stearate, ステアリン酸ナトリウム
황산 나트륨,sodium sulfate, 硫酸ナトリウム
황화 나트륨,sodium sulfide, 硫化ナトリウム
아황산 나트륨,sodium sulfite, 亞硫酸ナトリウム
과산화나트륨,sodium superoxide,
싸이오사이안산 나트륨,sodium thiocyanate, チオシアン酸ナトリウム
싸이오황산나트륨,sodium thiosulfate, チオ硫酸ナトリウム
텅스토인산 나트륨,sodium tungstophosphate, タングストリン酸ナトリウム
연산,soft acid, ソフト酸(軟らかい酸)
무른염기,soft base, ソフト鹽基(軟らかい鹽基)
흑탄,soft charcoal, 黑 炭
연탄,soft coal, 軟[質]炭【石炭】
연질코크스,soft coke, 軟質コ－クス
연질 유리,soft glass, 軟質ガラス
연자성,soft magnetism, 軟磁性
무른피치,soft pitch, 軟ピッチ
무른자기,soft porcelain, 歌磁器
연질고무,soft rubber, 軟質[加硫〕ゴム
연비누,soft soap,
"단물, 연수",soft water, 軟 水
장파장 X 선,soft X-ray,
연화도,softening degree, 軟化度
흙,soil, (1)土  (2)汚 れ
졸,sol, ゾ ル
졸고무,sol rubber, ゾルゴム
태양전지,solar cell, 太陽電池
태양열상수,solar constant, 太陽定數
태양일,solar day,
태양열건조,solar drying, 天日乾燥
천일염,solar salt, 天日鹽
태양조,solar tide,
땜납,solder,
신발창가죽,sole leather, 底 革
고체,solid, (1)固 體  (2)固形物
고체산,solid acid, 岡體酸
입체각,solid angle,
고체염기,solid base, 固體鹽基
고체고미제,solid bittern, 固形にがり
고체역청,solid bitumen, 固形ビチュ－メン
고형분,solid content, 固形分
고체염색,solid dyeing, 固色染め【染】
고체전해질,solid electrolyte, 固體電解質
고체마찰,solid friction, 固體摩擦
고체파라핀,solid paraffin, 固形バラフィン
고체상,solid phase, 固 相
고체추진제,solid propellant, 固體推進藥
"고용체, 고체 용액",solid solution, 固溶體
고체 상태 막,solid state membrane,
고체 상태 핵 자국 검출기,solid state nuclear track detector,
고체 지지체,solid support,
"응고, 고체화",solidification, 凝固
응고점,solidifying point, 凝固點
고액추출,solid-liquid extraction, 固液抽出
고체상법,solid-phase technique,
"고상선, 고체상의",solidus, 固相線
고체 곡선,solidus curve,
솔리톤,soliton, ソリトン
용해도,solubility, 溶解度
용해도 상수,solubility constant,
용해도 곡선,solubility curve,
"용해도 도표, 용해도 그림",solubility diagram,
용해도 간격,solubility gap,
용해도한계,solubility limit, 溶解限度
용해도 파라미터,solubility parameter, 溶解パラメ－タ－
용해도곱,solubility product, 溶解度積
용해도곱상수,solubility product constant,
용해(화),solubilization, 可溶化
가용화제,solubilizing agent, 可溶化劑
"가용성, 녹는",soluble,
가용성 RNA,soluble RNA,
녹는삭카린,soluble saccharin, 溶性サッカリン
녹는실리카,soluble silica, 溶性ケイ酸
녹는 녹말,soluble starch, 溶性デンプン
용질,solute, 溶質
용액,solution, (1)溶 液  (2)溶 體
용액중합,solution polymerization, 溶液重合
용액 저항,solution resistance,
용매화된 전자,solvated electron, 溶媒和電子
용매화,solvation, 溶媒和
용매화 층,solvation sheath,
용매화 발색 효과,solvatochromic effect,
용매화 발색 현상,solvatochromism,
솔베이법,Solvay process,
"용매, 용제",solvent, (1)溶 媒  (2)溶劑
용매평형,solvent balance, 溶劑平衡【塗】
용매세척,solvent cleaning, 溶劑洗淨
용매 한계 파장,solvent cut-off wavelength,
용매염색,solvent dyeing, 溶劑染色
용매 효과,solvent effect, 溶媒 果
용매 추출,solvent extraction, 溶劑抽出
용매선,solvent front,
용매 이동 거리,solvent migration distance,
용매나프타,solvent naphtha, ソルベントナフサ
용매 경로,solvent path,
용매 교란,solvent perturbation,
용매 극성 척도,solvent polarity scale,
용매정제,solvent refining, 溶劑精製
용매저항,solvent resistance, 耐溶劑性
용매접합,solvent seal, 溶劑接合
용매 선택성,solvent selectivity,
용매 세기,solvent strength,
용매계,solvent system,
무용매바니쉬,solventless varnish, 無溶劑ワニス
용매정제탄,solvent-refined coal, 溶劑精製炭
대용매 산,solvo-acid,
대용매 염기,solvo-base,
가용매 분해,solvolysis, 加溶媒分解
가용매 제거 반응,solvolytic elimination reaction,
용매 수은 첨가 (반응),solvomercuration,
체세포돌연변이,somatic mutation, 體細胞突然變異
음파붕괴,sonic disintegration, 音波破壞
음파 파쇄,sonication,
음파화학,sonochemistry,
검댕,soot, す す
소브산,sorbic acid, ソルビン酸
소비톨,sorbitol, ソルビト－ル
소렐시멘트,Sorel cement, ソ－レルセメント
수착,sorption, 收 着
선별,sorting, 選 別
산성기체,sour gas, サワ－ガス
산성기름,sour oil, サワ－油【石油】
"원, 원천",source,
산성화,souring, 酸性化
서던 흡입(법),Southern blotting,
속슬레추출기,Soxhlet extractor, ソックスレ-抽出器
콩기름,soybean oil, 大豆油
공간 전하 영역,space charge region,
공간 군,space group, 空間群
공간 격자,space lattice, 空間格子
공간 양자화,space quantization,
공간속도,space velocity, 空間速度
공간 채움 모형,space-filling model,
간격 띄우게,spacer,
"면 간격, 중심 거리",spacing, 面間隔
광석분쇄,spalling, スポ－リング
스파바니쉬,spar varnish, スパ－ワニス
스파아크방전,spark discharge, 火花放電
스파아크 침식,spark erosion,
스파아크선,spark line, スパ－ク線
스파아크스펙트럼,spark spectrum, 火花スペクトル(スパ－クスペクトル)
스파아크광원질량분석법,spark-source mass spectrometry, スパ－ク光源質量分析法
공간 기울기,spatial gradient,
약주걱,spatula, へら
종 규명,speciation,
고유 산 촉매작용,specific acid catalysis,
"고유 (광학) 활성도, 비방사능",specific activity, 比活性
고유접착,specific adhesion, 固有接着
선택 흡착,specific adsorption,
비량,specific amount,
고유 염기 촉매작용,specific base catalysis,
비전도율,specific conductance,
"비전기전도율, 비전도율",specific conductivity, 比電氣傳導率(比導電率)
선택적 중수소화 (반응),specific deuteration,
비분산,specific dispersion, 比分散
비전기전도율,specific electric conductivity,
선택적 타원율,specific ellipticity,
비흡수계수,specific extinction, 比吸收係數【分光】
비중,specific gravity, 比 重
비중병,specific gravity bottle, 比重甁
비열,specific heat, 比 熱
정압비열,specific heat at constant pressure, 定壓比熱
일정부피비열,specific heat at constant volume, 定容比熱
비열용량,specific heat capacity, 比熱容量
비역적,specific impulse, 比推力
고유 이온화도,specific ionization,
비방사능,specific radioactivity, 比放射能
특이반응,specific reaction, 特異反應
반응속도상수,specific reaction rate,
특이시약,specific reagent, 特異試藥
단위 농도 굴절도,specific refraction, 比屈折
비저항,specific resistance,
비머무름 시간,specific retention time,
비머무름 부피,specific retention volume, 比保持容量
비선광도,specific rotation,
"고유 광회전도, 비선광도",specific rotation power,
비표면적,specific surface area, 比表面積
비점성도,specific viscosity, 比粘度
비부피,specific volume, (1)比 容  (2)比體積【物理化學】
규격,specification, (1)仕樣書  (2)規格
특이성,specificity, 特異性
시(험)편,specimen, (1)標 本  (2)試 料  (3)試驗片
구경꾼 이온,spectator ion,
스펙트럼 띠나비,spectral band width, スペクトル〔バンド]幅
스펙트럼특성,spectral characteristics, スペクトル特性
스펙트럼조성,spectral composition, 分光組成
스펙트럼밀도,spectral density, スペクトル密度
스펙트럼분포,spectral distribution, 分光分布
"스펙트럼 간섭, 스펙트럼 방해",spectral interference,
스펙트럼 선,spectral line,
스펙트럼선폭,spectral line width, スペクトル線幅
분광감도,spectral sensitivity, 分光感度
분광증감,spectral sensitization, 分光增感
스펙트럼계열,spectral series,
스펙트럼 갈라짐,spectral splitting,
분광화학분석,spectrochemical analysis, 分光分析
분광화학적 계열,spectrochemical series, 分光化學系列
분광화학,spectrochemistry, 分光化學
분광 전기화학 셀,spectroelectrochemical cell,
분광 전기화학,spectroelectrochemistry,
"분광 사진, 스펙트로그램",spectrogram, 分光寫眞
"분광 도표, 분광 사진기",spectrograph," 分光寫眞器, 分光器"
발광스펙트럼분석,spectrographic analysis,
"분광 사진법, 분광 사진술",spectrography,
분광계,spectrometer, 分光計
